3697780348804402,1824695045,/u/1824695045,肉斯妹妹,f,220,0,136,308,,"娱乐宝不保本不保底 7%收益或承担本金全无风险  （分享自 <a href='http://m.weibo.cn/n/新浪财经'>@新浪财经</a>） <a data-url=""http://t.cn/8sKnltW"" pgtype="""" name="""" otype=""8sKnltW"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Ft.cn%2F8sKnltW&ep=AF1IeAWqu%2C1824695045%2CAF1IeAWqu%2C1824695045&pos=1&url_type=0&object_type="">网页链接</a> ",http://m.weibo.cn/1824695045/AF1IeAWqu,新浪财经,,,,,,0,0,0,1397102999
3697775524532534,3816556926,/u/3816556926,用户3816556926,m,-1,1,209,213,,你只需要出资100元即可投资热门影视剧作品，预期年化收益7%，首批项目《小时代3》《小时代4》等，痴男怨女们还在等什么呢？娱乐宝， 马云果然是将众筹玩的很转啊！,http://m.weibo.cn/3816556926/AF1Asj17o,微博 weibo.com,,,,,,0,0,0,1397101849
3697775235560198,3227569863,/u/3227569863,理财周刊-理财汇,m,2,0,246,130,,【娱乐宝】与余额宝对接货币基金不同，“娱乐宝”对接的是一款名为“国华华瑞1号终身寿险A款”的投资连结型保险产品，预期年化收益7%。“不保本不保底”，娱乐宝方面明确表示，这就意味着消费者在投资娱乐宝时要承担一定的风险。目前，娱乐宝首批项目已经结束，二期投资项目或将于5月初开启。,http://m.weibo.cn/3227569863/AF1zZnksC,360浏览器超速版,,,,,,0,0,0,1397101780
3697774094539363,1356331810,/u/1356331810,银率网,f,2,0,5560,87314,,"【娱乐宝风险“知多少”】最近阿里巴巴集团推出的“娱乐宝”正式售卖，两天之内成交多达五万笔，逼近产品募集上限。可以预见，“娱乐宝”有可能像它的“宝哥哥们”一样再次引发媒体热议，引起投资者的关注。 <a data-url=""http://t.cn/8sKENLF"" pgtype="""" name="""" otype=""8sKENLF"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Ft.cn%2F8sKENLF&ep=AF1y9j2Tx%2C1356331810%2CAF1y9j2Tx%2C1356331810&pos=1&url_type=0&object_type="">网页链接</a>",http://m.weibo.cn/1356331810/AF1y9j2Tx,银率网,http://ww2.sinaimg.cn/mw690/50d7fb22jw1efacllytmsj208b05s0t5.jpg,,,,,0,0,0,1397101507
3697773016702240,3949354395,/u/3949354395,hlwen水灵鱼,f,-1,0,177,431,,你只需要出资100元即可投资热门影视剧作品，预期年化收益7%，首批项目《小时代3》《小时代4》等，痴男怨女们还在等什么呢？娱乐宝， 马云果然是将众筹玩的很转啊！,http://m.weibo.cn/3949354395/AF1wps7yE,微博 weibo.com,,,,,,0,0,0,1397101251
3697771158605479,1140364833,/u/1140364833,freerun21,m,-1,0,1482,140,,"分享网易新闻:「不保本不保底 娱乐宝&quot;宝&quot;什么」买了两百。 <a data-url=""http://t.cn/8sKlD8M"" pgtype=""webpage"" name="""" otype=""8sKlD8M"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Ft.cn%2F8sKlD8M&ep=AF1tpA6G3%2C1140364833%2CAF1tpA6G3%2C1140364833&pos=1&url_type=39&object_type=webpage"">不保本不保底 娱乐宝&quot;宝&quot;什么</a> <a href='http://m.weibo.cn/n/网易新闻客户端'>@网易新闻客户端</a>",http://m.weibo.cn/1140364833/AF1tpA6G3,网易新闻客户端,,,,,,0,0,0,1397100806
3697769116256954,1251393471,/u/1251393471,琳琅满目1876,f,-1,0,9250,725,,"一篇好文,推荐之-【解密“娱乐宝”】（来自:百度百家） <a data-url=""http://t.cn/8sKRlCW"" pgtype="""" name="""" otype=""8sKRlCW"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Ft.cn%2F8sKRlCW&ep=AF1q7qfIC%2C1251393471%2CAF1q7qfIC%2C1251393471&pos=1&url_type=0&object_type="">网页链接</a> ",http://m.weibo.cn/1251393471/AF1q7qfIC,百度分享,http://ww3.sinaimg.cn/mw690/4a96bfbfjw1efac10jhx5j20c1078t91.jpg,,,,,0,0,0,1397100321
3697767543021792,2646221497,/u/2646221497,长沙聚锐品牌营销策划有限公司,f,2,0,4135,8904,,【阿里巴巴：请不要再叫我电商！】近两月以来，阿里巴巴采取了一系列的大手笔收购和投资动作。如果我们现在再看看阿里巴巴帝国的疆域，社交方面，阿里巴巴投资新浪微博、打车应用快的，金融领域投资众安保险、天弘基金，文化方面并购文化中国，出手创造娱乐宝……等等。如此，阿里巴巴还是电商吗？,http://m.weibo.cn/2646221497/AF1nAcG6A,微博 weibo.com,http://ww4.sinaimg.cn/mw690/9dba22b9gw1efabueqdbzj20c823nk45.jpg,,,,,0,0,0,1397099946
3697766742176555,1251393471,/u/1251393471,琳琅满目1876,f,-1,0,9250,725,,"娱乐宝拍电影玩理财-理财频道-和讯网 <a data-url=""http://t.cn/8sKR4QK"" pgtype="""" name="""" otype=""8sKR4QK"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Ft.cn%2F8sKR4QK&ep=AF1mi98dJ%2C1251393471%2CAF1mi98dJ%2C1251393471&pos=1&url_type=0&object_type="">网页链接</a> ",http://m.weibo.cn/1251393471/AF1mi98dJ,百度分享,,,,,,0,0,0,1397099755
3697766565824569,2609754714,/u/2609754714,甜柚柚先生,f,-1,0,477,1187,,"关于“娱乐宝”的解读。学习一下。<a data-url=""http://t.cn/8sKOTr0"" pgtype="""" name="""" otype=""8sKOTr0"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Ft.cn%2F8sKOTr0&ep=AF1m0oreF%2C2609754714%2CAF1m0oreF%2C2609754714&pos=1&url_type=0&object_type="">网页链接</a>",http://m.weibo.cn/2609754714/AF1m0oreF,微博 weibo.com,,,,,,0,0,0,1397099713
3697764359723912,1582624760,/u/1582624760,双子芳洲,m,-1,0,3871,389,,你只需要出资100元即可投资热门影视剧作品，预期年化收益7%，首批项目《小时代3》《小时代4》等，痴男怨女们还在等什么呢？娱乐宝， 马云果然是将众筹玩的很转啊！,http://m.weibo.cn/1582624760/AF1irENDi,微博 weibo.com,,,,,,0,0,0,1397099187
3697764351333829,1531248900,/u/1531248900,周展宏,m,0,0,6474,8287,,"解密“娱乐宝”：放行“娱乐宝”是保监会的急功近利还是阿里继余额宝之后又一次伟大的金融创新？     解密“娱乐宝”     最近，阿里推出的娱乐宝，宣称人人都可以当电影出品人，只要出100块...文字版&gt;&gt; <a data-url=""http://t.cn/8sK8ng9"" pgtype="""" name="""" otype=""8sK8ng9"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Ft.cn%2F8sK8ng9&ep=AF1ir5AZn%2C1531248900%2CAF1ir5AZn%2C1531248900&pos=1&url_type=0&object_type="">网页链接</a> （新浪长微博&gt;&gt; <a data-url=""http://t.cn/zOXAaic"" pgtype="""" name="""" otype=""zOXAaic"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Ft.cn%2FzOXAaic&ep=AF1ir5AZn%2C1531248900%2CAF1ir5AZn%2C1531248900&pos=1&url_type=0&object_type="">网页链接</a>）",http://m.weibo.cn/1531248900/AF1ir5AZn,新浪博客,http://ww1.sinaimg.cn/mw690/5b450104jw1efabhbcaosj20c82f07qd.jpg,,,,,0,0,0,1397099185
